,url,no_votes,no_views,creation_date
221,https://academia.stackexchange.com/questions/134408/could-one-become-a-successful-researcher-by-writing-some-really-good-papers-whil,32,7854,2019-08-08
222,https://academia.stackexchange.com/questions/134792/have-made-several-mistakes-during-the-course-of-my-phd-cant-help-but-feel-rese,32,8173,2019-08-17
223,https://academia.stackexchange.com/questions/135218/can-i-get-a-phd-for-developing-educational-software,32,14451,2019-08-26
224,https://academia.stackexchange.com/questions/138573/how-do-journals-gain-and-lose-reputation,32,4279,2019-10-15
225,https://academia.stackexchange.com/questions/138813/reviewer-wants-me-to-do-massive-amount-of-work-the-result-would-be-a-different,32,10711,2019-10-20
226,https://academia.stackexchange.com/questions/138848/is-it-possible-to-have-a-healthy-work-life-balance-as-a-professor,32,11272,2019-10-21
227,https://academia.stackexchange.com/questions/139259/is-it-possible-to-be-admitted-to-cs-phd-programs-in-the-us-with-scholarship-at,32,8989,2019-10-30
228,https://academia.stackexchange.com/questions/140698/is-it-true-that-almost-everyone-who-starts-a-phd-and-sticks-around-long-enough-c,32,13022,2019-11-27
229,https://academia.stackexchange.com/questions/123170/is-it-ethical-to-present-a-second-paper-at-a-conference-when-the-first-paper-and,31,5911,2019-01-15
230,https://academia.stackexchange.com/questions/125282/is-it-common-to-refer-to-someone-as-prof-dr-lastname,31,8301,2019-02-20
231,https://academia.stackexchange.com/questions/125615/why-publish-a-research-paper-when-a-blog-post-or-a-lecture-slide-can-have-more-c,31,7849,2019-02-27
232,https://academia.stackexchange.com/questions/126997/should-my-phd-thesis-be-submitted-under-my-legal-name,31,11277,2019-03-25
233,https://academia.stackexchange.com/questions/129895/do-i-have-to-make-someone-coauthor-if-he-she-solves-a-problem-in-stackexchange,31,6796,2019-04-30
234,https://academia.stackexchange.com/questions/137916/how-to-not-lose-focus-after-each-disruption-in-flow,31,4183,2019-10-02
235,https://academia.stackexchange.com/questions/140521/journal-editor-made-bad-edits-to-my-accepted-paper-how-do-i-respond,31,7721,2019-11-23
236,https://academia.stackexchange.com/questions/141981/how-can-i-efficiently-check-the-originality-of-my-work,31,3819,2019-12-24
237,https://academia.stackexchange.com/questions/123293/is-it-normal-for-phd-students-to-do-much-non-research-work,30,7555,2019-01-17
238,https://academia.stackexchange.com/questions/123737/asking-my-professor-to-create-a-google-account-to-submit-a-letter-of-recommendat,30,8183,2019-01-25
239,https://academia.stackexchange.com/questions/124595/my-current-pi-is-telling-me-that-i-am-a-very-shy-person-and-he-is-really-pissed,30,7071,2019-02-08
240,https://academia.stackexchange.com/questions/126274/can-you-reject-a-postdoc-offer-after-the-pi-has-paid-a-large-sum-for-flights-acc,30,11728,2019-03-11
241,https://academia.stackexchange.com/questions/129999/should-i-simplify-my-writing-in-a-foreign-country,30,7896,2019-05-02
242,https://academia.stackexchange.com/questions/130959/is-it-rude-to-call-a-professor-by-their-last-name-with-no-prefix-in-a-non-academ,30,13536,2019-05-22
243,https://academia.stackexchange.com/questions/131233/pros-and-cons-of-writing-a-book-review,30,4115,2019-05-29
244,https://academia.stackexchange.com/questions/132121/why-do-some-professors-with-phds-leave-their-professorships-to-teach-high-school,30,17764,2019-06-19
245,https://academia.stackexchange.com/questions/137649/anonymous-reviewer-disclosed-his-identity-should-i-thank-him-by-name,30,6989,2019-09-26
246,https://academia.stackexchange.com/questions/138591/the-professor-for-one-of-my-classes-has-no-direction,30,14548,2019-10-16
247,https://academia.stackexchange.com/questions/139669/why-do-some-papers-have-10-20-co-authors,30,6737,2019-11-07
248,https://academia.stackexchange.com/questions/139727/can-a-professor-do-an-internship,30,6428,2019-11-08
249,https://academia.stackexchange.com/questions/141680/was-i-wrong-to-rebutt-unjustified-rewiewer-comments-in-the-review,30,9446,2019-12-16
250,https://academia.stackexchange.com/questions/124168/letter-of-support-for-promotion-to-full-professor-from-an-unusual-student,29,7925,2019-02-01
251,https://academia.stackexchange.com/questions/126605/should-i-be-concerned-about-student-access-to-a-test-bank,29,11020,2019-03-17
252,https://academia.stackexchange.com/questions/126760/quoting-keynes-in-a-lecture,29,8379,2019-03-20
253,https://academia.stackexchange.com/questions/127799/what-are-the-motivations-for-publishing-new-editions-of-an-existing-textbook-be,29,6732,2019-04-09
254,https://academia.stackexchange.com/questions/139466/a-professor-commented-that-my-research-is-too-simple-as-compared-to-my-colleague,29,13676,2019-11-03
255,https://academia.stackexchange.com/questions/139725/does-any-country-have-free-college-open-admissions,29,9365,2019-11-08
256,https://academia.stackexchange.com/questions/140216/is-it-acceptable-for-the-secretary-to-have-full-access-to-our-entire-outlook-age,29,11594,2019-11-18
257,https://academia.stackexchange.com/questions/140595/what-are-effective-ways-to-deal-with-burn-out-while-working-full-time-during-a-p,29,12092,2019-11-25
258,https://academia.stackexchange.com/questions/124908/how-to-indicate-obscurity-in-a-translated-quotation,28,4669,2019-02-13
259,https://academia.stackexchange.com/questions/131743/i-sent-an-angry-e-mail-to-my-interviewers-about-a-conflict-at-my-home-institutio,28,20225,2019-06-11
260,https://academia.stackexchange.com/questions/135929/i-asked-for-a-graduate-student-position-from-a-professor-he-replied-welcome,28,19781,2019-09-10
261,https://academia.stackexchange.com/questions/141059/is-it-academically-dishonest-to-submit-the-same-project-to-two-different-classes,28,10890,2019-12-04
262,https://academia.stackexchange.com/questions/125263/failing-phd-how-to-go-forward,27,10300,2019-02-20
263,https://academia.stackexchange.com/questions/127591/what-typically-incentivizes-a-professor-to-change-jobs-to-a-lower-ranking-univer,27,8624,2019-04-05
264,https://academia.stackexchange.com/questions/132355/why-transcripts-instead-of-degree-certificates,27,5864,2019-06-23
265,https://academia.stackexchange.com/questions/135725/supervisor-wants-me-to-support-a-diploma-thesis-software-tool-after-i-graduated,27,6251,2019-09-05
266,https://academia.stackexchange.com/questions/137152/who-are-the-people-reviewing-far-more-papers-than-theyre-submitting-for-review,27,9848,2019-09-15
267,https://academia.stackexchange.com/questions/138009/is-it-reasonable-to-ask-candidates-to-create-a-profile-on-google-scholar,27,6740,2019-10-03
268,https://academia.stackexchange.com/questions/123201/is-a-math-degree-really-useless-financially,27,19624,2019-01-16
269,https://academia.stackexchange.com/questions/124106/will-the-phd-degree-be-retracted-if-the-thesis-is-found-to-be-not-novel,26,8787,2019-01-31
270,https://academia.stackexchange.com/questions/125439/how-to-regain-lost-focus,26,2218,2019-02-23
271,https://academia.stackexchange.com/questions/126980/global-number-of-publications-over-time,26,2830,2019-03-24
272,https://academia.stackexchange.com/questions/127106/is-expanding-the-research-of-a-group-into-machine-learning-as-a-phd-student-risk,26,6674,2019-03-26
273,https://academia.stackexchange.com/questions/127933/what-do-i-do-when-my-ta-workload-is-more-than-expected,26,5165,2019-04-11
274,https://academia.stackexchange.com/questions/131096/i-think-i-may-have-violated-academic-integrity-last-year-what-should-i-do,26,13561,2019-05-25
275,https://academia.stackexchange.com/questions/131799/should-i-email-my-professor-to-clear-up-a-possibly-very-irrelevant-awkward-mis,26,12096,2019-06-12
276,https://academia.stackexchange.com/questions/132809/taking-my-ph-d-advisor-out-for-dinner-after-graduation,26,11495,2019-07-03
277,https://academia.stackexchange.com/questions/135378/necessity-of-tenure-for-lifetime-academic-research,26,3944,2019-08-29
278,https://academia.stackexchange.com/questions/135566/what-is-the-most-likely-cause-of-short-quick-and-useless-reviews,26,7635,2019-09-02
279,https://academia.stackexchange.com/questions/135671/how-to-cope-with-life-changes-and-burnout-after-phd-thesis-submission,26,2201,2019-09-04
280,https://academia.stackexchange.com/questions/139628/giving-a-talk-on-a-different-topic-than-what-we-discussed,26,4333,2019-11-06
281,https://academia.stackexchange.com/questions/140675/students-requesting-to-switch-partners-mid-term,26,9809,2019-11-26
282,https://academia.stackexchange.com/questions/141417/at-a-conference-should-i-visit-other-peoples-posters-during-my-poster-session,26,7400,2019-12-11
283,https://academia.stackexchange.com/questions/142018/for-interview-questions-about-innovative-or-engaging-teaching-is-it-ok-to-say-i,26,4742,2019-12-25
284,https://academia.stackexchange.com/questions/142020/is-it-appropriate-to-share-the-distribution-of-grades-for-a-small-class,26,4716,2019-12-25
285,https://academia.stackexchange.com/questions/123139/why-would-a-prospective-advisor-ask-if-im-meeting-other-advisors,25,4974,2019-01-15
286,https://academia.stackexchange.com/questions/124421/it-seems-my-advisor-doesnt-trust-me-but-why,25,7373,2019-02-05
287,https://academia.stackexchange.com/questions/125517/what-makes-papers-publishable-in-top-tier-journals,25,6310,2019-02-25
288,https://academia.stackexchange.com/questions/125697/advice-for-a-new-journal-editor,25,1827,2019-02-28
289,https://academia.stackexchange.com/questions/125839/when-does-coming-up-with-an-idea-constitute-sufficient-contribution-for-authorsh,25,1866,2019-03-02
290,https://academia.stackexchange.com/questions/128189/using-et-al-for-a-last-senior-author-rather-than-for-a-first-author,25,5962,2019-04-15
291,https://academia.stackexchange.com/questions/128439/how-to-ask-rejected-full-time-candidates-to-apply-to-teach-individual-courses,25,7314,2019-04-20
292,https://academia.stackexchange.com/questions/130160/i-want-to-write-a-blog-post-building-upon-someone-elses-paper-how-can-i-proper,25,3956,2019-05-06
293,https://academia.stackexchange.com/questions/130772/is-it-normal-to-extract-a-paper-from-a-master-thesis,25,6899,2019-05-19
294,https://academia.stackexchange.com/questions/132782/is-it-acceptable-that-i-plot-a-time-series-figure-with-years-increasing-from-rig,25,9003,2019-07-02
295,https://academia.stackexchange.com/questions/132964/publishing-papers-seem-natural-to-many-while-i-find-it-really-hard-to-think-nov,25,3847,2019-07-06
296,https://academia.stackexchange.com/questions/134243/what-license-to-choose-for-my-phd-thesis,25,6383,2019-08-04
297,https://academia.stackexchange.com/questions/138151/advisor-asked-for-my-entire-slide-presentation-so-she-could-give-the-presentatio,25,13314,2019-10-07
298,https://academia.stackexchange.com/questions/139197/is-it-worth-delving-deep-outside-my-field-to-revise-a-paper,25,5696,2019-10-29
299,https://academia.stackexchange.com/questions/123806/if-a-professor-says-he-will-not-fund-my-internship-as-it-will-be-my-first-visit,24,2698,2019-01-26
300,https://academia.stackexchange.com/questions/125040/is-it-appropriate-to-cite-a-piece-of-academic-work-when-the-author-has-been-char,24,3049,2019-02-15
301,https://academia.stackexchange.com/questions/126105/what-should-i-do-when-a-paper-is-published-similar-to-my-phd-thesis-without-cita,24,7574,2019-03-07
302,https://academia.stackexchange.com/questions/126659/are-hand-made-posters-acceptable-in-academia,24,7853,2019-03-18
303,https://academia.stackexchange.com/questions/127012/what-happened-to-the-piled-higher-and-deeper-comics,24,1588,2019-03-25
304,https://academia.stackexchange.com/questions/127607/how-old-can-references-or-sources-in-a-thesis-be,24,8893,2019-04-05
305,https://academia.stackexchange.com/questions/133089/how-are-mathematicians-paid-to-do-research,24,9363,2019-07-08
306,https://academia.stackexchange.com/questions/137435/is-it-acceptable-to-say-that-a-reviewers-concern-is-not-going-to-be-addressed-b,24,4856,2019-09-21
307,https://academia.stackexchange.com/questions/138470/response-to-referee-after-rejection,24,6911,2019-10-13
308,https://academia.stackexchange.com/questions/141722/is-it-ethical-to-apply-for-a-short-term-grant-with-a-partner-spouse-girlfriend,24,7058,2019-12-17
309,https://academia.stackexchange.com/questions/122339/is-it-moral-to-propose-work-thats-already-partly-done,23,2647,2019-01-01
310,https://academia.stackexchange.com/questions/122823/how-to-interpret-this-rejection-email-from-journal-of-american-math-society-any,23,15228,2019-01-09
311,https://academia.stackexchange.com/questions/124713/why-wont-good-journals-retract-papers-that-were-proven-wrong,23,7615,2019-02-10
312,https://academia.stackexchange.com/questions/126854/does-an-advisor-owe-his-her-student-anything-will-an-advisor-keep-a-phd-student,23,6921,2019-03-21
313,https://academia.stackexchange.com/questions/129995/my-advisor-talks-about-me-to-his-colleagues-in-their-native-language,23,6418,2019-05-02
314,https://academia.stackexchange.com/questions/132877/my-professor-has-told-me-he-will-be-the-corresponding-author-will-it-hurt-my-fu,23,7682,2019-07-04
315,https://academia.stackexchange.com/questions/135411/do-universities-maintain-secret-textbooks,23,11149,2019-08-29
316,https://academia.stackexchange.com/questions/135446/can-authors-email-you-for-free-pdfs-of-their-textbook-sold-for-profit,23,7739,2019-08-30
317,https://academia.stackexchange.com/questions/135595/how-to-deal-with-an-incompetent-collaborator,23,4435,2019-09-02
318,https://academia.stackexchange.com/questions/135964/when-did-publish-or-perish-first-become-a-thing,23,727,2019-09-10
319,https://academia.stackexchange.com/questions/137444/what-should-i-consider-when-deciding-whether-to-delay-an-exam,23,7025,2019-09-21
320,https://academia.stackexchange.com/questions/140227/balancing-empathy-and-deferring-to-the-syllabus-in-teaching-responsibilities,23,6245,2019-11-18
321,https://academia.stackexchange.com/questions/140310/contacted-by-head-of-school-regarding-an-issue-should-i-be-worried,23,11894,2019-11-19
322,https://academia.stackexchange.com/questions/140471/i-peer-reviewed-a-paper-and-found-it-to-be-sound-technically-and-language-wise,23,5291,2019-11-22
323,https://academia.stackexchange.com/questions/122985/which-academic-options-are-possible-for-a-tenured-faculty-that-do-not-involve-st,22,2505,2019-01-11
324,https://academia.stackexchange.com/questions/123015/why-do-citations-in-physics-journals-leave-out-the-article-title,22,528,2019-01-12
325,https://academia.stackexchange.com/questions/123502/why-dont-some-u-s-colleges-celebrate-american-national-holidays,22,9042,2019-01-21
326,https://academia.stackexchange.com/questions/125806/what-to-do-if-authors-dont-respond-to-my-serious-concerns-about-their-paper,22,2424,2019-03-02
327,https://academia.stackexchange.com/questions/128231/pre-tenure-strategies-to-spend-less-time-on-bureaucracy-and-more-on-research,22,592,2019-04-16
328,https://academia.stackexchange.com/questions/128282/for-a-new-assistant-professor-in-cs-how-to-build-manage-a-publication-pipeline,22,2749,2019-04-17
329,https://academia.stackexchange.com/questions/128487/why-doesnt-the-university-give-past-final-exams-answers,22,8996,2019-04-22
330,https://academia.stackexchange.com/questions/130824/how-to-teach-an-undergraduate-course-without-having-taken-that-course-formally-b,22,4343,2019-05-20
331,https://academia.stackexchange.com/questions/134938/co-author-responds-to-email-by-mistake-ccing-the-eic,22,7737,2019-08-20
332,https://academia.stackexchange.com/questions/138689/would-the-professor-leave-the-classroom-if-only-1-student-uses-their-cellphone-d,22,7088,2019-10-17
333,https://academia.stackexchange.com/questions/139913/how-to-react-to-unfair-reviewer-comments,23,6597,2019-11-12
334,https://academia.stackexchange.com/questions/122401/how-does-the-government-shutdown-in-the-united-states-affect-research-projects-a,21,5768,2019-01-02
335,https://academia.stackexchange.com/questions/127158/how-do-teaching-buy-outs-work,21,3124,2019-03-27
336,https://academia.stackexchange.com/questions/128469/pointing-to-problems-without-suggesting-solutions,21,3302,2019-04-21
337,https://academia.stackexchange.com/questions/129882/how-are-academic-relations-between-mainland-china-and-taiwan,21,274,2019-04-30
338,https://academia.stackexchange.com/questions/130109/can-a-good-but-unremarkable-phd-student-become-an-accomplished-professor,21,3530,2019-05-05
339,https://academia.stackexchange.com/questions/130203/identity-of-a-supposed-anonymous-referee-revealed-through-description-of-the-r,21,5861,2019-05-07
340,https://academia.stackexchange.com/questions/134130/academic-progression-in-germany-what-happens-after-a-postdoc-what-is-the-next,21,2910,2019-08-01
341,https://academia.stackexchange.com/questions/137488/is-it-ok-if-i-havent-decided-my-research-topic-when-i-first-meet-with-a-potenti,21,4928,2019-09-22
342,https://academia.stackexchange.com/questions/137880/does-journal-access-significantly-influence-choice-in-which-journal-to-publish-i,21,1666,2019-10-01
343,https://academia.stackexchange.com/questions/137959/my-name-was-added-to-manuscript-as-co-author-without-my-consent-how-to-get-it-r,21,3374,2019-10-03
344,https://academia.stackexchange.com/questions/138110/paper-status-accept-with-shepherd-what-does-it-really-mean,21,5755,2019-10-06
345,https://academia.stackexchange.com/questions/138979/should-i-take-a-positive-but-not-enthusiastically-strong-letter-of-recommenda,21,8956,2019-10-24
346,https://academia.stackexchange.com/questions/139895/what-to-do-when-the-professor-does-not-stand-up-to-cheating,21,8102,2019-11-12
347,https://academia.stackexchange.com/questions/122621/why-would-a-small-paper-10-pages-with-an-important-result-take-over-a-year-to,20,8190,2019-01-06
348,https://academia.stackexchange.com/questions/122742/my-master-s-thesis-results-will-be-published-without-my-consent-what-should-i,20,12230,2019-01-08
349,https://academia.stackexchange.com/questions/124696/can-one-really-lose-old-bad-grades-and-get-a-fresh-start,20,6721,2019-02-10
350,https://academia.stackexchange.com/questions/125867/can-i-retract-my-name-from-an-already-published-manuscript,20,3485,2019-03-03
351,https://academia.stackexchange.com/questions/130312/two-researchers-want-to-work-on-the-same-extension-to-my-paper-who-to-help,20,7326,2019-05-09
352,https://academia.stackexchange.com/questions/130549/do-people-who-work-at-research-institutes-consider-themselves-academics,20,4097,2019-05-14
353,https://academia.stackexchange.com/questions/130591/is-it-standard-for-us-based-universities-to-consider-the-ethnicity-of-an-applica,20,5442,2019-05-15
354,https://academia.stackexchange.com/questions/132084/what-can-i-do-with-a-research-project-that-is-my-university-s-intellectual-prope,20,3517,2019-06-18
355,https://academia.stackexchange.com/questions/133404/how-to-say-no-to-more-work-as-a-phd-student-so-i-can-graduate,20,8695,2019-07-16
356,https://academia.stackexchange.com/questions/133453/us-postdoc-in-japan-not-allowed-to-be-first-author-due-to-being-foreign-how-to,21,1211,2019-07-17
357,https://academia.stackexchange.com/questions/133785/what-do-teaching-faculty-do-during-semester-breaks,20,7122,2019-07-25
358,https://academia.stackexchange.com/questions/134524/should-i-ask-for-permission-to-write-an-expository-post-about-someone-elses-res,20,3708,2019-08-11
359,https://academia.stackexchange.com/questions/135301/commercial-company-wants-me-to-list-all-prior-inventions-give-up-everything-n,20,5284,2019-08-27
360,https://academia.stackexchange.com/questions/135337/why-is-the-grievance-studies-affair-considered-to-be-research-requiring-irb-appr,20,1800,2019-08-28
361,https://academia.stackexchange.com/questions/137874/my-department-is-splitting-should-i-be-on-one-side-or-get-a-joint-appointment,20,698,2019-10-01
362,https://academia.stackexchange.com/questions/137990/is-consistent-disregard-for-students-time-normal-in-undergraduate-research,20,7001,2019-10-03
363,https://academia.stackexchange.com/questions/138993/if-authors-leave-out-diacritics-should-i-correct-them-or-leave-it-as-written,20,4474,2019-10-24
364,https://academia.stackexchange.com/questions/140336/why-do-some-journal-proofs-insert-dozens-of-typesetting-mistakes,20,5494,2019-11-20
365,https://academia.stackexchange.com/questions/140919/miscited-in-a-bachelor-thesis,20,4924,2019-12-01
366,https://academia.stackexchange.com/questions/142182/will-taking-a-vacation-hurt-your-academic-career-recommendation-letter,20,5606,2019-12-30
367,https://academia.stackexchange.com/questions/123527/should-i-cite-myself-in-my-phd-proposal,19,4741,2019-01-21
368,https://academia.stackexchange.com/questions/123868/phd-admitted-with-ta-with-5h-a-week-is-it-standard,19,8827,2019-01-27
369,https://academia.stackexchange.com/questions/125605/how-to-assess-the-long-term-stability-of-a-college-as-part-of-a-job-search,19,1091,2019-02-26
370,https://academia.stackexchange.com/questions/126430/why-do-academics-tend-to-be-reluctant-to-ask-for-help-from-other-academics,19,1763,2019-03-13
371,https://academia.stackexchange.com/questions/127264/how-to-avoid-supervisors-with-prejudiced-views,19,6388,2019-03-29
372,https://academia.stackexchange.com/questions/131394/phd-well-known-professor-or-well-known-school,19,9317,2019-06-03
373,https://academia.stackexchange.com/questions/133396/is-it-ok-to-use-personal-email-id-for-faculty-job-applications-or-should-we-use,19,4826,2019-07-15
374,https://academia.stackexchange.com/questions/134762/can-i-use-images-from-my-published-papers-in-my-thesis-without-copyright-infring,19,2610,2019-08-16
375,https://academia.stackexchange.com/questions/141264/what-are-the-ethical-implications-of-lying-to-get-into-a-course,19,13379,2019-12-09
376,https://academia.stackexchange.com/questions/141439/how-do-successful-undergraduate-and-phd-students-differ,19,5401,2019-12-12
377,https://academia.stackexchange.com/questions/142087/job-offer-for-uk-reader,19,4091,2019-12-27
378,https://academia.stackexchange.com/questions/122491/postdoc-with-a-professor-retiring-soon,18,3373,2019-01-03
379,https://academia.stackexchange.com/questions/123488/emailing-a-professor-for-points-on-an-exam-when-you-want-a-recommendation-from-t,18,10607,2019-01-21
380,https://academia.stackexchange.com/questions/125204/negotiating-1-year-delay-to-my-assistant-professor-offer,18,3794,2019-02-19
381,https://academia.stackexchange.com/questions/126079/how-to-deal-with-sexual-harassment-by-a-senior-colleague-without-jeopardizing-my,18,904,2019-03-07
382,https://academia.stackexchange.com/questions/127820/manuscript-was-unsubmitted-because-the-manuscript-was-deposited-in-arxiv-prepr,18,3718,2019-04-09
383,https://academia.stackexchange.com/questions/129910/file-data-script-management-as-a-phd,19,686,2019-04-30
384,https://academia.stackexchange.com/questions/132988/found-and-corrected-a-mistake-on-someones-else-paper-praxis,18,5011,2019-07-07
385,https://academia.stackexchange.com/questions/134517/how-to-avoid-the-need-to-learn-more-before-conducting-research,18,2045,2019-08-10
386,https://academia.stackexchange.com/questions/135179/discussing-work-with-supervisor-in-an-invited-dinner-with-his-family,18,6423,2019-08-25
387,https://academia.stackexchange.com/questions/137359/a-high-quality-contribution-but-an-annoying-error-is-present-in-my-published-art,18,4940,2019-09-19
388,https://academia.stackexchange.com/questions/138212/would-preaching-in-a-church-be-advantageous-for-becoming-a-lecturer,18,2879,2019-10-08
389,https://academia.stackexchange.com/questions/138459/are-translation-journals-still-a-thing,18,3144,2019-10-13
390,https://academia.stackexchange.com/questions/141633/i-filled-the-crucial-gap-co-authors-did-the-rest-who-should-be-first-author,18,8519,2019-12-15
391,https://academia.stackexchange.com/questions/141868/quit-a-phd-for-another-phd,18,3744,2019-12-20
392,https://academia.stackexchange.com/questions/122486/how-to-force-a-journal-to-address-an-associate-editors-scientific-misconduct,17,4525,2019-01-03
393,https://academia.stackexchange.com/questions/123096/phd-in-machine-learning-in-my-life-im-37-graduating-with-ba-in-math-online-d,17,7294,2019-01-14
394,https://academia.stackexchange.com/questions/123430/is-it-ethical-to-put-a-surveillance-camera-inside-a-lab,17,693,2019-01-20
395,https://academia.stackexchange.com/questions/123513/what-is-the-etymology-of-assistant-professor,17,663,2019-01-21
396,https://academia.stackexchange.com/questions/123980/how-to-make-sense-of-a-2019-paper-published-in-2016-journal-issue,17,3774,2019-01-29
397,https://academia.stackexchange.com/questions/127299/is-it-convenient-to-ask-the-journals-editor-for-two-additional-days-to-complete,17,1636,2019-03-30
398,https://academia.stackexchange.com/questions/128494/can-i-take-recommendation-from-someone-i-met-at-a-conference,17,5118,2019-04-22
399,https://academia.stackexchange.com/questions/130027/what-is-a-common-way-to-tell-if-an-academic-is-above-average-or-outstanding-i,17,6476,2019-05-03
400,https://academia.stackexchange.com/questions/131532/what-is-required-of-a-mathematics-referee,17,1476,2019-06-06
401,https://academia.stackexchange.com/questions/132170/first-year-phd-giving-a-talk-among-well-established-researchers-in-the-field,17,6771,2019-06-20
402,https://academia.stackexchange.com/questions/132408/sharing-referee-ae-report-online-to-point-out-a-grievous-error-in-refereeing,17,4537,2019-06-25
403,https://academia.stackexchange.com/questions/134174/skipping-same-old-introductions,17,4963,2019-08-02
404,https://academia.stackexchange.com/questions/135748/putting-future-professor-position-on-cv,17,2863,2019-09-05
405,https://academia.stackexchange.com/questions/135865/how-do-academia-and-graduate-advisors-deal-with-the-fact-that-the-cost-of-living,17,1814,2019-09-09
406,https://academia.stackexchange.com/questions/137484/another-student-has-been-assigned-the-same-msc-thesis-as-mine-and-already-defen,17,5762,2019-09-22
407,https://academia.stackexchange.com/questions/137513/my-paper-is-posted-to-arxiv-how-do-i-get-it-endorsed,17,1797,2019-09-23
408,https://academia.stackexchange.com/questions/137585/phd-length-are-shorter-phd-degrees-from-different-countries-valued-differentl,17,4589,2019-09-25
409,https://academia.stackexchange.com/questions/138200/is-it-a-bad-idea-to-get-a-phd,17,6655,2019-10-08
410,https://academia.stackexchange.com/questions/138346/grade-changes-with-auto-grader,17,6187,2019-10-10
411,https://academia.stackexchange.com/questions/140095/ethics-is-it-ethical-for-a-professor-to-conduct-research-using-a-students-idea,17,6560,2019-11-15
412,https://academia.stackexchange.com/questions/140396/do-i-even-like-doing-research,17,6647,2019-11-21
413,https://academia.stackexchange.com/questions/141873/how-to-review-a-manuscript-where-the-software-is-difficult-to-install,17,3266,2019-12-20
414,https://academia.stackexchange.com/questions/142186/a-tenured-position-with-less-pay-and-less-responsibilities-than-a-professorship,17,4618,2019-12-30
415,https://academia.stackexchange.com/questions/123141/phd-dr-student-willing-to-finish-thesis-after-several-years-of-inactivity,16,711,2019-01-15
416,https://academia.stackexchange.com/questions/123347/using-initials-to-promote-gender-neutrality-when-publishing-as-a-female,16,714,2019-01-18
417,https://academia.stackexchange.com/questions/123443/question-about-the-authorship-of-mathematical-equation,16,3006,2019-01-20
418,https://academia.stackexchange.com/questions/123557/what-are-the-main-reasons-postdoc-applicants-get-rejected,16,4044,2019-01-22
419,https://academia.stackexchange.com/questions/124845/would-a-journal-paying-money-for-reviews-with-open-access-and-ad-based-revenue,16,5115,2019-02-12
420,https://academia.stackexchange.com/questions/125964/citing-contemporaneous-interlaced-preprints,16,1392,2019-03-05
421,https://academia.stackexchange.com/questions/126234/recommendation-letter-by-significant-other-if-you-worked-with-them-professionall,16,6135,2019-03-10
422,https://academia.stackexchange.com/questions/126331/can-someone-explain-what-is-being-said-here-in-color-publishing-in-the-american,16,4794,2019-03-12
423,https://academia.stackexchange.com/questions/126367/what-is-the-chance-of-making-a-successful-appeal-to-dismissal-decision-from-a-ph,16,2619,2019-03-12
424,https://academia.stackexchange.com/questions/127092/are-student-evaluations-of-teaching-assistants-read-by-others-in-the-faculty,16,3714,2019-03-26
425,https://academia.stackexchange.com/questions/127896/can-an-undergraduate-be-advised-by-a-professor-who-is-very-far-away,16,2770,2019-04-10
426,https://academia.stackexchange.com/questions/128033/universitys-motivation-for-having-tenure-track-positions,16,1610,2019-04-13
427,https://academia.stackexchange.com/questions/130273/thesis-future-work-section-is-it-acceptable-to-omit-personal-involvement-in,16,8354,2019-05-08
428,https://academia.stackexchange.com/questions/130779/caught-with-my-phone-during-an-exam,16,4997,2019-05-19
429,https://academia.stackexchange.com/questions/131040/i-unknowingly-submitted-plagiarised-work,16,9166,2019-05-24
430,https://academia.stackexchange.com/questions/132241/doing-a-phd-while-being-unable-to-travel-due-to-disability,16,1049,2019-06-21
431,https://academia.stackexchange.com/questions/132729/how-to-deal-with-administrative-duties-killing-the-research-spirit,16,3752,2019-07-01
432,https://academia.stackexchange.com/questions/133044/should-i-include-code-in-my-research-paper,16,4228,2019-07-08
433,https://academia.stackexchange.com/questions/133956/what-steps-would-an-amateur-scientist-have-to-take-in-order-to-get-a-scientific,16,5458,2019-07-29
434,https://academia.stackexchange.com/questions/134444/can-i-call-myself-an-assistant-professor-without-a-phd,16,8022,2019-08-08
435,https://academia.stackexchange.com/questions/134626/should-i-email-my-professor-about-a-recommendation-letter-if-he-has-offered-me-a,16,3741,2019-08-13
436,https://academia.stackexchange.com/questions/135047/how-to-find-out-the-average-duration-of-the-peer-review-process-for-a-given-jour,16,3157,2019-08-22
437,https://academia.stackexchange.com/questions/135436/is-it-plagarism-if-the-entire-paper-is-copied-but-each-sentence-is-quoted,16,2916,2019-08-30
438,https://academia.stackexchange.com/questions/135665/low-quality-postdoc-application-and-deadline-extension,16,3124,2019-09-04
439,https://academia.stackexchange.com/questions/135782/are-professors-obligated-to-accept-supervisory-role-if-not-how-does-it-work,16,1466,2019-09-07
440,https://academia.stackexchange.com/questions/137606/sending-mail-to-the-professor-for-phd-after-seeing-his-tweet,16,6588,2019-09-25
441,https://academia.stackexchange.com/questions/138547/does-the-gdpr-cover-reviewer-blacklists-and-if-so-how,16,256,2019-10-15
442,https://academia.stackexchange.com/questions/138732/is-it-bizarre-that-a-professor-asks-every-student-for-a-3-inch-by-5-inch-photogr,16,11550,2019-10-18
443,https://academia.stackexchange.com/questions/139170/are-relationships-between-faculty-and-graduate-students-at-different-universitie,16,7830,2019-10-28
444,https://academia.stackexchange.com/questions/139420/why-are-dates-of-writing-or-publication-missing-in-scientific-papers,16,1671,2019-11-02
