,owner_id,owner_url,owner_type,owner_repute,tags,score,view_count,answer_count,last_edit_date,last_activity_date,creation_date,q_id,q_link,q_title
96,5906944,https://stackoverflow.com/users/5906944/chethana-r,registered,21,google-signin,2,61,1,NO-DATA,1582115242,1571924863,58542815,https://stackoverflow.com/questions/58542815/is-the-google-signin-framework-available-with-mac-catalyst-support,Is the Google SignIn framework available with mac catalyst support?
97,5059657,https://stackoverflow.com/users/5059657/alexander-staroselsky,registered,20492,c#&json&asp.net-core&system.text.json,11,6940,5,1574778741,1582115123,1571600719,58476681,https://stackoverflow.com/questions/58476681/asp-net-core-3-0-system-text-json-camel-case-serialization,ASP.NET Core 3.0 System.Text.Json Camel Case Serialization
98,10489064,https://stackoverflow.com/users/10489064/mrinali,registered,31,python&matplotlib&google-colaboratory,0,93,1,NO-DATA,1582114935,1573979050,58898744,https://stackoverflow.com/questions/58898744/does-matplotlib-qt-works-in-google-colab,Does %matplotlib qt works in google colab?
99,1236326,https://stackoverflow.com/users/1236326/progirlxoxo,registered,1428,kubernetes&kubectl&amazon-eks&kubernetes-secrets&eks,2,513,3,NO-DATA,1582114801,1555024003,55642384,https://stackoverflow.com/questions/55642384/how-to-refresh-worker-secrets-without-killing-deployment,How to Refresh Worker Secrets Without Killing Deployment?
100,764914,https://stackoverflow.com/users/764914/dibo,registered,1019,java&android&android-intent&android-contentresolver,4,280,1,1582114532,1582114532,1547313051,54161951,https://stackoverflow.com/questions/54161951/unsupported-uri-in-contentresolver-when-passing-uri-returned-by-intent,Unsupported Uri in ContentResolver when passing Uri returned by Intent
101,12202740,https://stackoverflow.com/users/12202740/ade-owolaike,registered,57,javascript&php&grapesjs,0,96,1,NO-DATA,1582114471,1573834118,58880795,https://stackoverflow.com/questions/58880795/load-remote-html-file-into-grapesjs,load remote html file into grapesjs
102,7405844,https://stackoverflow.com/users/7405844/piosek,registered,70,javascript&ssl&https&server&nuxt.js,0,681,1,1554038196,1582114469,1554030297,55440261,https://stackoverflow.com/questions/55440261/nuxt-js-problem-with-server-side-api-call-with-https,Nuxt.js problem with server-side API call with https
103,7828078,https://stackoverflow.com/users/7828078/kiss-g%c3%a1bor,registered,33,angular&angular-material,2,614,4,1565877351,1582114439,1565874053,57510066,https://stackoverflow.com/questions/57510066/how-can-i-catch-the-material-datepicker-month-pagination-event,How can I catch the Material Datepicker month pagination event?
104,8549915,https://stackoverflow.com/users/8549915/ankit-chauhan,registered,29,javascript&angular&angular5&angular6&lazy-loading,0,4305,2,1561978217,1582114400,1546570593,54032582,https://stackoverflow.com/questions/54032582/how-to-solve-error-component-is-not-part-of-any-ngmodule-or-not-imported-correct,How to solve error Component is not part of any NgModule or not imported correctly in angular 6?
105,11880081,https://stackoverflow.com/users/11880081/arnav-das,registered,31,dictionary&karnaugh-map,1,29,2,1574991509,1582114364,1574969006,59095140,https://stackoverflow.com/questions/59095140/when-do-karnaugh-map-terms-make-no-groups,When do Karnaugh Map terms make no groups?
106,7764214,https://stackoverflow.com/users/7764214/mehmet-kurtgoz,registered,97,android&android-mediascanner,4,367,3,1582113974,1582113974,1565939204,57520273,https://stackoverflow.com/questions/57520273/android-media-scanner-not-working-on-api-28-29,Android - Media Scanner not working on api 28-29
107,12201771,https://stackoverflow.com/users/12201771/nasser-eddine-monir,registered,21,jupyter-notebook&anaconda&macos-catalina,2,3007,3,NO-DATA,1582113892,1570805440,58343761,https://stackoverflow.com/questions/58343761/how-can-i-use-jupyter-notebook-on-macos-catalina-without-anaconda,How can I use Jupyter Notebook on macOS Catalina (without anaconda)?
108,1280840,https://stackoverflow.com/users/1280840/djdave,registered,641,regex&ssh&fingerprint&winscp&winscp-net,1,90,1,1573630477,1582113881,1573573775,58822138,https://stackoverflow.com/questions/58822138/why-does-this-ssh-host-key-fingerprint-not-match-the-pattern-when-using-winscp,Why does this SSH host key fingerprint not match the pattern when using WinSCP .NET assembly
109,9262402,https://stackoverflow.com/users/9262402/rafsan-sadman,registered,27,python-3.x&ipython&spyder,0,3168,3,NO-DATA,1582113719,1577258940,59476165,https://stackoverflow.com/questions/59476165/typeerror-init-got-an-unexpected-keyword-argument-categorical-features,TypeError: __init__() got an unexpected keyword argument &#39;categorical_features&#39;
110,10371049,https://stackoverflow.com/users/10371049/gowtham-babu,registered,19,ssl&curl&splunk&collectd,1,110,1,NO-DATA,1582113693,1564164332,57225079,https://stackoverflow.com/questions/57225079/curl-from-write-http-plugin-of-collectd-is-not-working,curl from Write_http plugin of collectd is not working
111,11232319,https://stackoverflow.com/users/11232319/bunny,registered,516,flutter,4,3118,5,NO-DATA,1582113239,1554363251,55510244,https://stackoverflow.com/questions/55510244/flutter-how-do-i-change-main-dartentry-point-to-some-other-page-in-flutter,Flutter : How do i change main.dart(entry point) to some other page in Flutter?
112,9634950,https://stackoverflow.com/users/9634950/melvin-levett,registered,73,python&networking&scapy,1,1387,1,1552024347,1582113208,1552023756,55057348,https://stackoverflow.com/questions/55057348/how-to-control-scapy-sending-packets-speed,How to control Scapy sending packets speed?
113,3195156,https://stackoverflow.com/users/3195156/sflow,registered,397,android&react-native&android-gradle-plugin&react-native-android,3,1519,3,1565187437,1582113186,1565163799,57389328,https://stackoverflow.com/questions/57389328/compilesdkversion-is-not-specified-error-in-react-native-android,compileSdkVersion is not specified error in React Native Android
114,11021724,https://stackoverflow.com/users/11021724/ravi-teja,registered,31,c++&c&cmake&protocol-buffers&spack,3,503,3,1582054530,1582112964,1551949223,55039756,https://stackoverflow.com/questions/55039756/could-not-find-protobuf-missing-protobuf-protoc-executable,Could NOT find Protobuf (missing: Protobuf_PROTOC_EXECUTABLE)
115,4838002,https://stackoverflow.com/users/4838002/mikmik,registered,678,c&compilation&linker,0,43,1,NO-DATA,1582112717,1562310999,56898270,https://stackoverflow.com/questions/56898270/windriver-compiler-linker-file-regex,Windriver compiler linker file regex
116,5337094,https://stackoverflow.com/users/5337094/yhondri,registered,247,swift&colors&textcolor&swiftui,2,5979,2,NO-DATA,1582112696,1561205870,56715398,https://stackoverflow.com/questions/56715398/swiftui-how-do-i-change-the-text-color-of-a-textfield,SwiftUI - How do I change the text color of a Textfield?
117,5433178,https://stackoverflow.com/users/5433178/ani,registered,1904,mysql&node.js&amazon-web-services&npm&aws-lambda,0,282,1,1564052033,1582112508,1564051510,57200149,https://stackoverflow.com/questions/57200149/aws-lambda-error-quit-inactivity-timeout-at-quit,AWS Lambda Error: Quit inactivity timeout at Quit
118,2306415,https://stackoverflow.com/users/2306415/simon-clough,registered,457,android&react-native&visual-studio-app-center,2,263,1,NO-DATA,1582112453,1560377177,56570961,https://stackoverflow.com/questions/56570961/app-center-shows-no-build-variants-for-react-native-android,App Center shows no build variants for React Native Android
119,11783491,https://stackoverflow.com/users/11783491/kacko,registered,16,java&sap&activex&jacob,0,106,1,1563207597,1582112063,1563133028,57030545,https://stackoverflow.com/questions/57030545/how-to-make-a-method-for-that-part-of-sap-gui-script-using-java-and-jni,How to make a method for that part of SAP-GUI script using Java and JNI?
120,12546847,https://stackoverflow.com/users/12546847/siyadh-shafee,registered,21,java&selenium-webdriver&querystringparameter,0,56,1,1576685864,1582111855,1576514858,59360936,https://stackoverflow.com/questions/59360936/can-we-use-selenium-or-any-other-jars-to-get-network-response-and-validate,Can we use Selenium or any other jars to get network response and validate
121,5915270,https://stackoverflow.com/users/5915270/shamane-siriwardhana,registered,2590,python&tensorflow&loss-function,0,97,1,NO-DATA,1582111765,1547356983,54166297,https://stackoverflow.com/questions/54166297/how-to-implement-the-negative-binomial-likely-hood-function-in-tensorflow-and-us,How to implement the negative binomial likely hood function in tensorflow and use it as the loss function to train an RNN?
122,11657650,https://stackoverflow.com/users/11657650/andr%c3%a9,registered,13,android&protocol-buffers&grpc&protobuf-java,1,257,2,1574176236,1582111708,1574175323,58936819,https://stackoverflow.com/questions/58936819/grpc-client-error-in-compiled-file-io-grpc-protobuf-does-not-exist,gRPC client: error in compiled file (io.grpc.protobuf does not exist)
123,10698393,https://stackoverflow.com/users/10698393/alex-chong,registered,201,firebase&react-native&firebase-realtime-database&google-cloud-functions&expo,0,106,2,1549529527,1582111530,1549524571,54568294,https://stackoverflow.com/questions/54568294/error-unexpected-function-expression-when-firebase-deploy,ERROR Unexpected function expression when &quot;firebase deploy&quot;
124,2795999,https://stackoverflow.com/users/2795999/jose-ch,registered,3476,javascript&ios&safari&accessibility&voiceover,1,83,2,1582093574,1582111441,1568188802,57884644,https://stackoverflow.com/questions/57884644/ios-safari-voiceover-how-to-read-dynamic-content,iOS Safari VoiceOver - How to read dynamic content?
125,10544893,https://stackoverflow.com/users/10544893/3br10ee032,registered,39,python&amazon-web-services&lambda&aws-lambda&boto3,2,270,2,1548951985,1582111427,1548817287,54432785,https://stackoverflow.com/questions/54432785/using-two-python-functions-boto3-in-a-single-aws-lambda,Using two python functions boto3 in a single AWS Lambda
126,11923025,https://stackoverflow.com/users/11923025/phenderbender,registered,57,hadoop&hive&hdfs&hiveql&hadoop-partitioning,0,83,3,NO-DATA,1582111299,1573514642,58809968,https://stackoverflow.com/questions/58809968/best-option-for-merging-multiple-files-within-the-same-partition-in-hadoop,Best option for merging multiple files within the same partition in hadoop?
127,9074091,https://stackoverflow.com/users/9074091/chaouki-anass,registered,279,android,9,4590,3,1564558271,1582111291,1564510507,57277759,https://stackoverflow.com/questions/57277759/getactivenetworkinfo-is-deprecated-in-api-29,getActiveNetworkInfo() is deprecated in API 29
128,10408494,https://stackoverflow.com/users/10408494/roland-lariotte,registered,324,swift&extension-methods&uialertcontroller&uiactionsheet&uialertaction,-1,311,4,1560439579,1582111106,1560422826,56578783,https://stackoverflow.com/questions/56578783/how-to-create-a-reusable-uialert-actionsheet-as-an-uiviewcontroller-extension,How to create a reusable UIAlert ActionSheet as an UIViewController extension?
129,10981137,https://stackoverflow.com/users/10981137/doodoo,registered,31,html&css&background-image&background-color,2,585,4,1568294047,1582111005,1548707584,54409874,https://stackoverflow.com/questions/54409874/how-to-make-background-color-same-as-image,How to make background color same as image?
130,4115530,https://stackoverflow.com/users/4115530/david-pina,registered,1211,mongodb&macos&terminal,43,16495,7,NO-DATA,1582110786,1569012199,58034955,https://stackoverflow.com/questions/58034955/read-only-file-system-when-attempting-mkdir-data-db-on-mac,Read-only file system when attempting mkdir /data/db on Mac
131,8295040,https://stackoverflow.com/users/8295040/oleh-h,registered,103,swift&localization&swiftui&xcode11.1,5,1836,4,NO-DATA,1582110786,1572170681,58578341,https://stackoverflow.com/questions/58578341/how-to-implement-localization-in-swift-ui,How to implement localization in Swift UI
132,662228,https://stackoverflow.com/users/662228/cmart,registered,844,angular&ngxs,2,423,2,1562165186,1582110742,1562164873,56872587,https://stackoverflow.com/questions/56872587/handling-errors-in-ngxs-angular-with-global-error-handler,Handling errors in NGXS (angular) with global error handler
133,1956558,https://stackoverflow.com/users/1956558/juliatzin-del-toro,registered,11003,spring-boot&ssl,1,1153,1,1572340511,1582110668,1572282838,58595470,https://stackoverflow.com/questions/58595470/bad-request-this-combination-of-host-and-port-requires-tls-with-spring-boot,Bad Request - This combination of host and port requires TLS. with Spring Boot
134,10866877,https://stackoverflow.com/users/10866877/caption-newt,registered,573,ios&swift&kingfisher,1,1110,3,1548422416,1582110505,1548421490,54365906,https://stackoverflow.com/questions/54365906/cannot-convert-value-of-type-to-expected-argument-type-completionha,Cannot convert value of type &#39;(_) -&gt; ()&#39; to expected argument type &#39;CompletionHandler?&#39; using KingFisher Swift
135,4830954,https://stackoverflow.com/users/4830954/cdw100100,registered,172,python&multithreading&tkinter&queue,0,33,1,NO-DATA,1582110348,1549940421,54642225,https://stackoverflow.com/questions/54642225/no-item-in-queue-but-there-should-be-python-threading,No item in queue but there should be python threading
136,4601149,https://stackoverflow.com/users/4601149/dan,registered,5058,git&unity3d&version-control,1,147,1,1569253154,1582110313,1569231596,58059616,https://stackoverflow.com/questions/58059616/version-control-of-packages-in-unity-2019,Version control of packages in Unity 2019
137,1951253,https://stackoverflow.com/users/1951253/peter-j-langley,registered,105,amazon-web-services&terraform&amazon-cognito&terraform-provider-aws&infrastructure-as-code,1,257,2,NO-DATA,1582110198,1575146260,59120055,https://stackoverflow.com/questions/59120055/set-account-recovery-preference-for-aws-cognito-user-pool-with-terraform,Set account recovery preference for AWS Cognito User Pool with Terraform
138,2288520,https://stackoverflow.com/users/2288520/john,registered,171,python&tensorflow&metadata,2,84,0,1582110170,1582110170,1573086066,58740252,https://stackoverflow.com/questions/58740252/how-do-i-save-metadata-to-a-tensorflow-keras-model-in-python,How do I save metadata to a Tensorflow Keras model in python?
139,4354062,https://stackoverflow.com/users/4354062/harish,registered,115,spring&hibernate&jpa,0,51,2,1559148719,1582110137,1559148196,56365169,https://stackoverflow.com/questions/56365169/how-to-implement-listagg-function-in-hibernate-5-0-1-without-using-native-query,How to implement listagg function in hibernate 5.0.1 without using native query
140,4830954,https://stackoverflow.com/users/4830954/cdw100100,registered,172,python&sockets&encryption&aes,1,89,1,1550371696,1582110119,1550328739,54724292,https://stackoverflow.com/questions/54724292/data-getting-corrupted-over-aes-file-transfer-python-tkinter,Data getting corrupted over aes file transfer python tkinter
141,11439679,https://stackoverflow.com/users/11439679/rishabh,registered,1,postgresql&centos&centos7&postgresql-9.2&postgresql-10,0,1055,0,1556767795,1582109933,1556767702,55945292,https://stackoverflow.com/questions/55945292/is-it-possible-to-update-postgresql-from-version-9-2-to-10-on-centos,Is it Possible to update Postgresql from version 9.2 to 10 on centos
142,5548416,https://stackoverflow.com/users/5548416/nikolas-soares,registered,139,spring-boot&cookies&samesite,3,11316,3,1582109897,1582109897,1571103291,58386069,https://stackoverflow.com/questions/58386069/how-to-set-same-site-cookie-flag-in-spring-boot,How to set same-site cookie flag in Spring Boot?
143,4723484,https://stackoverflow.com/users/4723484/temp,registered,175,swift&xcode&macos&cocoa,1,60,1,NO-DATA,1582109893,1564758467,57329162,https://stackoverflow.com/questions/57329162/how-to-toggle-sidebar-container-for-mac-application-development-using-swift,How to toggle sidebar container for mac application development using Swift?
144,10909844,https://stackoverflow.com/users/10909844/tpikachu,registered,450,node.js&ubuntu&devops&puppeteer&digital-ocean,0,62,1,1577096504,1582109806,1577095741,59453443,https://stackoverflow.com/questions/59453443/resolving-neterr-tunnel-connection-failed-at-ubuntu-server,Resolving net::ERR_TUNNEL_CONNECTION_FAILED at Ubuntu Server
145,9547658,https://stackoverflow.com/users/9547658/jonas,registered,2047,dart&flutter,13,6434,6,NO-DATA,1582109782,1550611281,54775097,https://stackoverflow.com/questions/54775097/formatting-a-duration-like-hhmmss,Formatting a Duration like HH:mm:ss
146,6951110,https://stackoverflow.com/users/6951110/john-mutuma,registered,807,javascript&node.js&npm&package-lock.json,27,18332,2,1569443134,1582109745,1547106618,54124033,https://stackoverflow.com/questions/54124033/deleting-package-lock-json-to-resolve-conflicts-quickly,Deleting `package-lock.json` to Resolve Conflicts quickly
147,11641618,https://stackoverflow.com/users/11641618/jun-king,registered,1,spring-boot&drools,0,93,1,1560909400,1582109719,1560906342,56658807,https://stackoverflow.com/questions/56658807/getting-unable-to-resolve-method-using-strict-mode-org-drools-core-spi-knowled,Getting &quot;unable to resolve method using strict-mode: org.drools.core.spi.KnowledgeHelper.throw()&quot; when throwing an exception on DRL file
148,11039513,https://stackoverflow.com/users/11039513/brian-omondi,registered,43,react-native&expo,2,6411,3,1562497760,1582109621,1562483431,56920061,https://stackoverflow.com/questions/56920061/errors-after-running-expo-start,errors after running expo start
149,12177348,https://stackoverflow.com/users/12177348/chrisphils26,registered,27,excel&vba,0,40,1,1582109605,1582109605,1574348812,58977976,https://stackoverflow.com/questions/58977976/reordering-columns-based-on-numerical-column-header,Reordering Columns Based on Numerical Column Header
150,11896931,https://stackoverflow.com/users/11896931/kash27,registered,11,ansible&vmware&vcenter,1,115,1,NO-DATA,1582109570,1565227232,57404054,https://stackoverflow.com/questions/57404054/is-there-a-vmware-ansible-module-that-can-give-all-vms-in-a-specific-data-center,Is there a vmware ansible module that can give all VMs in a specific Data Center with its folder structure too?
151,10194070,https://stackoverflow.com/users/10194070/judy,registered,593,apache-kafka&apache-zookeeper&disk&ssd,0,187,1,1582109492,1582109492,1552575291,55165647,https://stackoverflow.com/questions/55165647/does-zookeeper-require-ssd-disks-for-apache-kafka-clusters,Does Zookeeper require SSD disks for Apache Kafka Clusters?
152,11886565,https://stackoverflow.com/users/11886565/fortnite50,registered,1,python&python-requests&pyinstaller&instagram-api,0,66,4,NO-DATA,1582109455,1568532170,57942006,https://stackoverflow.com/questions/57942006/requests-packages-urllib3-exceptions-sslerror-error-2-no-such-file-or-directo,requests.packages.urllib3.exceptions.SSLError: [Error 2] no such file or directory
153,11273819,https://stackoverflow.com/users/11273819/hvid-kanin,registered,7,javascript&function&key&p5.js,0,44,2,1576746238,1582109435,1576746059,59406260,https://stackoverflow.com/questions/59406260/how-to-transform-a-ellipse-to-a-rect-in-javascript,How to transform a ellipse to a rect in Javascript
154,8922648,https://stackoverflow.com/users/8922648/dwagner6,registered,67,python&recursion,1,61,3,1554225180,1582109355,1554221713,55479298,https://stackoverflow.com/questions/55479298/recursive-summation-of-a-sequence-returning-wrong-result,Recursive summation of a sequence returning wrong result
155,6395770,https://stackoverflow.com/users/6395770/information-interchange,registered,916,python&pytorch&tensor,6,2319,4,NO-DATA,1582109290,1554262249,55486631,https://stackoverflow.com/questions/55486631/iterate-over-two-pytorch-tensors-at-once,Iterate over two Pytorch tensors at once?
156,5230311,https://stackoverflow.com/users/5230311/tj3n,registered,8069,ios&swift&mapkit,0,69,2,1577686315,1582109226,1577676666,59525403,https://stackoverflow.com/questions/59525403/ios-13-2-mktileoverlay-occasionally-wont-render,iOS 13.2 MKTileOverlay occasionally won&#39;t render
157,11833029,https://stackoverflow.com/users/11833029/mactrix,registered,244,flutter&ios13&xcode11,1,2489,2,NO-DATA,1582109191,1569590483,58135432,https://stackoverflow.com/questions/58135432/flutter-cannot-install-app-on-iphone-after-upgrade-to-ios-13-1-and-xcode-11,Flutter cannot install app on iPhone after upgrade to iOS 13.1 and Xcode 11
158,8705336,https://stackoverflow.com/users/8705336/dan674,registered,624,android&ios&react-native&security&geolocation,0,77,1,NO-DATA,1582109105,1572855308,58689434,https://stackoverflow.com/questions/58689434/verifying-signing-that-a-request-to-my-api-came-from-my-app-and-was-not-spoofed,Verifying/signing that a request to my API came from my app and was not spoofed (React Native)
159,2515787,https://stackoverflow.com/users/2515787/or-rapaport,registered,53,java&android,0,165,2,1570092338,1582108988,1570088931,58214591,https://stackoverflow.com/questions/58214591/error-inflating-class-androidx-appcompat-widget-searchview-on-android-5-1-1,Error inflating class androidx.appcompat.widget.SearchView on Android 5.1.1
160,2498528,https://stackoverflow.com/users/2498528/anking,registered,775,reactjs&material-ui,2,201,1,1570823001,1582108974,1570816274,58346266,https://stackoverflow.com/questions/58346266/programmatically-open-tooltip-in-material-ui,Programmatically open Tooltip in Material-UI
161,7104821,https://stackoverflow.com/users/7104821/p-ent,registered,462,navigationview&swiftui-bug&observableobject,1,46,0,NO-DATA,1582108969,1577720904,59533407,https://stackoverflow.com/questions/59533407/swiftui-observableobject-created-multiple-times,SwiftUI - ObservableObject created multiple times
162,5062956,https://stackoverflow.com/users/5062956/michaell94,registered,324,javascript&reactjs&redirect&react-router&strapi,2,896,2,1552335115,1582108935,1552238413,55090339,https://stackoverflow.com/questions/55090339/strapi-custom-routes-to-redirect-to-public-directory,Strapi custom routes to redirect to public directory
163,9200273,https://stackoverflow.com/users/9200273/good-afternoon,registered,529,bitbucket&bitbucket-pipelines,0,258,2,NO-DATA,1582108620,1556565265,55909500,https://stackoverflow.com/questions/55909500/bitbucket-pipeline-php-extension-zip-is-missing,Bitbucket Pipeline - PHP extension zip is missing
164,4798514,https://stackoverflow.com/users/4798514/fpolig01,registered,365,python&python-3.x&amazon-web-services&amazon-s3&boto3,1,144,1,1575318610,1582108551,1575304302,59143045,https://stackoverflow.com/questions/59143045/how-to-filter-s3-objects-by-last-modified-date-with-boto3,How to filter s3 objects by last modified date with Boto3
165,1080389,https://stackoverflow.com/users/1080389/sven,registered,879,c++&windows-xp&visual-studio-2019,1,641,1,NO-DATA,1582108525,1573154307,58755564,https://stackoverflow.com/questions/58755564/visual-studio-2019-how-to-use-platform-toolset-v140-xp,Visual Studio 2019: How to use Platform Toolset v140_xp?
166,1588876,https://stackoverflow.com/users/1588876/ibad-ur-rahman,registered,790,java&android&kotlin,1,347,1,1546345117,1582108411,1546342066,53995053,https://stackoverflow.com/questions/53995053/set-video-as-set-wallpaper-in-android,set video as SET WALLPAPER in android?
167,7462273,https://stackoverflow.com/users/7462273/kabarto,registered,23,excel&vba&internet-explorer,0,309,1,1548872833,1582108344,1548672549,54400292,https://stackoverflow.com/questions/54400292/controlling-ie-save-print-output-as-dialogue-window-in-vba,Controlling IE &#39;Save Print Output As&#39; dialogue window in VBA
168,193189,https://stackoverflow.com/users/193189/punkouter,registered,4362,c#&asp.net-core&dependency-injection,5,520,2,NO-DATA,1582108338,1574445186,58999401,https://stackoverflow.com/questions/58999401/calling-buildserviceprovider-from-application-code-results-in-copy-of-singleto,Calling &#39;BuildServiceProvider&#39; from application code results in copy of Singleton warning. How do I avoid this?
169,1415713,https://stackoverflow.com/users/1415713/kurtanamo,registered,1420,python&azure&azure-functions&azure-data-factory,0,166,1,1574338159,1582108322,1574326153,58970695,https://stackoverflow.com/questions/58970695/functions-in-azure-data-factory-pipeline-debugging-internal-server-error,Functions in Azure Data Factory Pipeline debugging Internal Server Error
170,2642720,https://stackoverflow.com/users/2642720/sajjad,registered,422,swift&swiftui,17,6569,4,1575352514,1582108144,1561841191,56820779,https://stackoverflow.com/questions/56820779/how-can-i-create-a-button-with-image-in-swiftui,How can i create a button with image in SwiftUI?
171,514860,https://stackoverflow.com/users/514860/will,registered,3192,ruby-on-rails&actiontext,1,161,2,NO-DATA,1582107976,1573493076,58805984,https://stackoverflow.com/questions/58805984/add-buttons-to-rails-actiontext-toolbar,Add Buttons to Rails ActionText toolbar
172,10868864,https://stackoverflow.com/users/10868864/megan-rms,registered,49,python&statistics&logistic-regression,2,509,1,1569071573,1582107939,1569068588,58040232,https://stackoverflow.com/questions/58040232/unable-to-fix-valueerrorendog-must-be-in-the-unit-interval,Unable to fix ValueError(&quot;endog must be in the unit interval&quot;)
173,4567504,https://stackoverflow.com/users/4567504/hamza-khanzada,registered,674,mysql&asp.net-core-3.0&entity-framework-core-3.0,3,3469,1,NO-DATA,1582107833,1567884718,57836886,https://stackoverflow.com/questions/57836886/configure-mysql-with-efcore-3-0,Configure MySQL with EFcore 3.0
174,8852419,https://stackoverflow.com/users/8852419/sriteja-sugoor,registered,174,python&command-prompt&ansi-colors,2,45,1,1561645034,1582107697,1561642687,56792323,https://stackoverflow.com/questions/56792323/colored-text-in-command-prompt-after-cls-but-not-before-cls,Colored text in command prompt after &quot;cls&quot; but not before &quot;cls&quot;
175,10811808,https://stackoverflow.com/users/10811808/hakanviv,registered,123,c#&mysql&asp.net-core&entity-framework-core,0,559,0,NO-DATA,1582107643,1570608100,58299572,https://stackoverflow.com/questions/58299572/ef-core-3-with-pomelo-mysql-provider-does-not-scaffold-views,EF Core 3 With Pomelo MySQL Provider Does Not Scaffold Views
176,4910839,https://stackoverflow.com/users/4910839/pavan,registered,681,hyperledger-fabric&blockchain&raft,4,43,1,1576055993,1582107618,1575607573,59207030,https://stackoverflow.com/questions/59207030/can-we-migrate-from-kafka1-4-0-to-raft1-4-3-if-channel-capabilities-are-disa,Can we migrate from Kafka(1.4.0) to RAFT(1.4.3) if channel capabilities are disabled?
177,6701921,https://stackoverflow.com/users/6701921/kirit,registered,159,json&logstash&logback&spring-logback&logstash-logback-encoder,1,1089,1,NO-DATA,1582107523,1563500225,57104502,https://stackoverflow.com/questions/57104502/how-do-i-wrap-some-of-the-methods-of-logstash-logback-encoder-into-an-inner-fiel,How do I wrap some of the methods of logstash logback encoder into an inner field?
178,11509150,https://stackoverflow.com/users/11509150/sanif,registered,25,python&django,-3,9044,9,1569867916,1582107398,1558002161,56166319,https://stackoverflow.com/questions/56166319/python-django-error-oserror-winerror-123-the-filename-directory-name-or-vol,"Python django error OSError: [WinError 123] The filename, directory name, or volume label syntax is incorrect: &#39;&lt;frozen importlib._bootstrap&gt;&#39;"
179,7702748,https://stackoverflow.com/users/7702748/twometer,registered,772,android,9,1135,2,NO-DATA,1582107335,1563704375,57132218,https://stackoverflow.com/questions/57132218/openglrenderer-davey,OpenGLRenderer: Davey
180,7481773,https://stackoverflow.com/users/7481773/atalanttore,registered,317,python-3.x&pyinstaller,0,184,0,NO-DATA,1582107149,1560280778,56550446,https://stackoverflow.com/questions/56550446/file-created-by-pyinstaller-does-nothing,File created by pyinstaller does nothing
181,2067298,https://stackoverflow.com/users/2067298/mani,registered,61,javascript&json&jsonschema&jsonpath,1,328,2,1547465633,1582107148,1547462087,54179784,https://stackoverflow.com/questions/54179784/deriving-the-list-of-json-paths-from-a-json-schema-model,Deriving the list of JSON Paths from a JSON Schema model
182,1011722,https://stackoverflow.com/users/1011722/trevor-reid,registered,1616,visual-studio&ssis&visual-studio-2017&sql-server-data-tools,3,367,3,NO-DATA,1582107088,1555532902,55735504,https://stackoverflow.com/questions/55735504/ssis-ssdt-warnings-dont-appear-in-error-list,SSIS/SSDT Warnings Don&#39;t Appear in Error List
183,9011042,https://stackoverflow.com/users/9011042/malo-maisonneuve,registered,61,python&image&opencv&image-processing&sudoku,2,165,2,1575495515,1582107042,1575485186,59182827,https://stackoverflow.com/questions/59182827/how-to-get-the-cells-of-a-sudoku-grid-with-opencv,How to get the cells of a sudoku grid with OpenCV?
184,9937824,https://stackoverflow.com/users/9937824/andrew,registered,83,android&android-recyclerview,1,522,3,1562450925,1582107022,1562380268,56910791,https://stackoverflow.com/questions/56910791/recyclerview-reverse-layout-starting-scroll-position-issue,Recyclerview reverse layout starting scroll position issue
185,7333849,https://stackoverflow.com/users/7333849/lav-kushwaha,registered,111,android&google-maps&flutter&google-maps-flutter,10,1462,5,NO-DATA,1582106922,1577516045,59508799,https://stackoverflow.com/questions/59508799/flutter-google-maps-trying-to-create-an-already-created-platform-view-view-id,"Flutter Google Maps, Trying to create an already created platform view, view id: 0"
186,11656475,https://stackoverflow.com/users/11656475/steven-hahn,registered,21,r&dplyr,0,54,2,1561087627,1582106908,1561087019,56696414,https://stackoverflow.com/questions/56696414/add-new-variable-created-with-mutate-to-data-frame-instead-of-creating-a-tibble,Add new variable created with mutate_ to data frame instead of creating a tibble
187,10707475,https://stackoverflow.com/users/10707475/jo,registered,110,azure&azure-sql-database&azure-sql-server,0,1118,3,NO-DATA,1582106729,1550874719,54836106,https://stackoverflow.com/questions/54836106/permission-issue-on-bulk-insert-in-azure-sql-server,Permission Issue on Bulk Insert in Azure SQL Server
188,6315565,https://stackoverflow.com/users/6315565/germ%c3%a1n-fajardo-sanchez,registered,11,angular&sorting&null&angular-material&mat-table,0,324,2,NO-DATA,1582106702,1565969556,57527371,https://stackoverflow.com/questions/57527371/how-to-ignore-null-values-sorting-in-angular-material-table,How to ignore NULL values Sorting in Angular Material Table
189,9802022,https://stackoverflow.com/users/9802022/esteban-chornet,registered,231,angular&angular-gridster2,1,66,2,1571650376,1582106696,1571648943,58483093,https://stackoverflow.com/questions/58483093/gridster2-grid-not-resizing-items-when-toggling-material-sidebar,Gridster2 grid not resizing items when toggling material sidebar
190,1378817,https://stackoverflow.com/users/1378817/guilherme-sim%c3%a3o-couto,registered,546,javascript&windows&google-chrome&google-chrome-extension&chromecast,2,3221,2,NO-DATA,1582106693,1553891075,55425009,https://stackoverflow.com/questions/55425009/why-am-i-getting-this-error-chrome-extension-invalid,Why am I getting this error chrome-extension://invalid
